mhd,0,practice,P,1,2,1060,370,P,1,response,1,1,5817,897
mhd,0,practice,P,2,2,1060,370,R,0,response,1,0,7317,503
mhd,0,practice,P,3,3,860,570,P,1,response,1,1,8831,478
mhd,0,practice,P,4,1,860,370,P,1,response,1,1,10316,455
mhd,0,practice,P,5,1,860,370,P,1,response,1,1,11817,473
mhd,0,practice,P,6,2,1060,370,P,1,response,1,1,13316,858
mhd,0,practice,P,7,3,860,570,R,0,response,1,0,14816,469
mhd,0,practice,P,8,1,860,370,P,1,response,1,1,16317,522
mhd,0,practice,P,9,4,1060,570,P,1,response,1,1,17817,568
mhd,0,practice,P,10,3,860,570,P,1,response,1,1,19316,595
mhd,1,test,P,1,3,860,570,P,1,response,1,1,27827,872
mhd,1,test,P,2,3,860,570,P,1,response,1,1,29326,364
mhd,1,test,P,3,3,860,570,P,1,response,1,1,30826,390
mhd,1,test,P,4,2,1060,370,P,1,response,1,1,32326,492
mhd,1,test,P,5,2,1060,370,P,1,response,1,1,33827,412
mhd,1,test,P,6,4,1060,570,P,1,response,1,1,35326,488
mhd,1,test,P,7,2,1060,370,R,0,response,1,0,36827,399
mhd,1,test,P,8,1,860,370,P,1,response,1,1,38326,475
mhd,1,test,P,9,2,1060,370,P,1,response,1,1,39826,528
mhd,1,test,P,10,4,1060,570,P,1,response,1,1,41326,800
mhd,1,test,P,11,4,1060,570,P,1,response,1,1,42828,437
mhd,1,test,P,12,1,860,370,P,1,response,1,1,44327,470
mhd,1,test,P,13,2,1060,370,P,1,response,1,1,45827,489
mhd,1,test,P,14,2,1060,370,P,1,response,1,1,47326,536
mhd,1,test,P,15,3,860,570,R,0,NONE,0,1,48827,1450
mhd,1,test,P,16,4,1060,570,P,1,response,1,1,50326,433
mhd,1,test,P,17,1,860,370,P,1,response,1,1,51826,521
mhd,1,test,P,18,3,860,570,P,1,response,1,1,53326,518
mhd,1,test,P,19,2,1060,370,P,1,response,1,1,54827,564
mhd,1,test,P,20,1,860,370,P,1,response,1,1,56326,520
mhd,1,test,P,21,4,1060,570,P,1,response,1,1,57826,454
mhd,1,test,P,22,3,860,570,P,1,response,1,1,59326,550
mhd,1,test,P,23,4,1060,570,P,1,response,1,1,60827,547
mhd,1,test,P,24,3,860,570,P,1,response,1,1,62326,692
mhd,1,test,P,25,1,860,370,P,1,response,1,1,63826,446
mhd,1,test,P,26,4,1060,570,R,0,response,1,0,65326,414
mhd,1,test,P,27,3,860,570,P,1,response,1,1,66826,482
mhd,1,test,P,28,1,860,370,P,1,response,1,1,68326,571
mhd,1,test,P,29,4,1060,570,R,0,NONE,0,1,69826,1450
mhd,1,test,P,30,2,1060,370,P,1,response,1,1,71326,438
mhd,1,test,P,31,4,1060,570,R,0,NONE,0,1,72826,1450
mhd,1,test,P,32,2,1060,370,R,0,response,1,0,74326,391
mhd,1,test,P,33,4,1060,570,P,1,response,1,1,75826,466
mhd,1,test,P,34,2,1060,370,P,1,response,1,1,77326,562
mhd,1,test,P,35,3,860,570,R,0,NONE,0,1,78826,1451
mhd,1,test,P,36,1,860,370,P,1,response,1,1,80326,620
mhd,1,test,P,37,1,860,370,P,1,response,1,1,81826,618
mhd,1,test,P,38,1,860,370,R,0,response,1,0,83326,397
mhd,1,test,P,39,1,860,370,R,0,response,1,0,84826,451
mhd,1,test,P,40,2,1060,370,P,1,response,1,1,86326,506
mhd,1,test,P,41,4,1060,570,R,0,NONE,0,1,87826,1450
mhd,1,test,P,42,4,1060,570,P,1,response,1,1,89326,527
mhd,1,test,P,43,2,1060,370,P,1,response,1,1,90826,560
mhd,1,test,P,44,1,860,370,P,1,response,1,1,92326,579
mhd,1,test,P,45,2,1060,370,P,1,response,1,1,93826,408
mhd,1,test,P,46,4,1060,570,R,0,response,1,0,95327,271
mhd,1,test,P,47,4,1060,570,R,0,response,1,0,96826,529
mhd,1,test,P,48,2,1060,370,P,1,response,1,1,98326,534
mhd,1,test,P,49,2,1060,370,P,1,response,1,1,99826,567
mhd,1,test,P,50,1,860,370,P,1,response,1,1,101326,578
mhd,1,test,P,51,2,1060,370,R,0,NONE,0,1,102826,1450
mhd,1,test,P,52,1,860,370,P,1,response,1,1,104326,588
mhd,1,test,P,53,3,860,570,P,1,response,1,1,105826,522
mhd,1,test,P,54,1,860,370,P,1,response,1,1,107326,533
mhd,1,test,P,55,3,860,570,R,0,NONE,0,1,108827,1450
mhd,1,test,P,56,4,1060,570,P,1,response,1,1,110326,486
mhd,1,test,P,57,4,1060,570,P,1,response,1,1,111826,470
mhd,1,test,P,58,1,860,370,P,1,response,1,1,113326,446
mhd,1,test,P,59,4,1060,570,P,1,response,1,1,114826,739
mhd,1,test,P,60,3,860,570,P,1,response,1,1,116326,525
mhd,1,test,P,61,2,1060,370,P,1,response,1,1,117827,691
mhd,1,test,P,62,3,860,570,R,0,NONE,0,1,119326,1450
mhd,1,test,P,63,1,860,370,R,0,response,1,0,120826,531
mhd,1,test,P,64,1,860,370,P,1,response,1,1,122326,480
mhd,1,test,P,65,4,1060,570,P,1,response,1,1,123827,434
mhd,1,test,P,66,3,860,570,P,1,response,1,1,125326,509
mhd,1,test,P,67,1,860,370,P,1,response,1,1,126826,423
mhd,1,test,P,68,4,1060,570,P,1,response,1,1,128326,399
mhd,1,test,P,69,3,860,570,P,1,response,1,1,129826,404
mhd,1,test,P,70,1,860,370,R,0,response,1,0,131326,450
mhd,1,test,P,71,1,860,370,P,1,response,1,1,132827,601
mhd,1,test,P,72,3,860,570,R,0,response,1,0,134326,642
mhd,1,test,P,73,1,860,370,P,1,response,1,1,135826,829
mhd,1,test,P,74,2,1060,370,P,1,NONE,0,0,137326,1450
mhd,1,test,P,75,3,860,570,P,1,NONE,0,0,138826,1450
mhd,1,test,P,76,2,1060,370,P,1,NONE,0,0,140326,1450
mhd,1,test,P,77,1,860,370,P,1,response,1,1,141827,444
mhd,1,test,P,78,3,860,570,P,1,response,1,1,143326,394
mhd,1,test,P,79,3,860,570,P,1,response,1,1,144826,581
mhd,1,test,P,80,2,1060,370,P,1,response,1,1,146326,634
mhd,1,test,P,81,3,860,570,P,1,NONE,0,0,147828,1450
mhd,1,test,P,82,4,1060,570,P,1,NONE,0,0,149326,1450
hdh,0,practice,P,1,2,1060,370,R,0,response,1,0,5104,857
hdh,0,practice,P,2,3,860,570,P,1,response,1,1,6975,751
hdh,0,practice,P,3,2,1060,370,P,1,response,1,1,8102,910
hdh,0,practice,P,4,1,860,370,P,1,response,1,1,9602,562
hdh,0,practice,P,5,3,860,570,P,1,response,1,1,11103,476
hdh,0,practice,P,6,3,860,570,R,0,response,1,0,12602,397
hdh,0,practice,P,7,3,860,570,P,1,response,1,1,14102,486
hdh,0,practice,P,8,4,1060,570,P,1,response,1,1,15602,539
hdh,0,practice,P,9,4,1060,570,P,1,response,1,1,17102,446
hdh,0,practice,P,10,2,1060,370,P,1,response,1,1,18603,498
hdh,1,test,P,1,4,1060,570,P,1,response,1,1,24050,571
hdh,1,test,P,2,1,860,370,R,0,NONE,0,1,25549,1450
hdh,1,test,P,3,2,1060,370,R,0,response,1,0,27049,391
hdh,1,test,P,4,3,860,570,R,0,response,1,0,28550,653
hdh,1,test,P,5,1,860,370,P,1,response,1,1,30049,562
hdh,1,test,P,6,2,1060,370,P,1,response,1,1,31549,411
hdh,1,test,P,7,2,1060,370,P,1,response,1,1,33050,471
hdh,1,test,P,8,4,1060,570,P,1,response,1,1,34550,559
hdh,1,test,P,9,2,1060,370,P,1,response,1,1,36050,748
hdh,1,test,P,10,3,860,570,P,1,response,1,1,37550,470
hdh,1,test,P,11,1,860,370,R,0,NONE,0,1,39050,1450
hdh,1,test,P,12,3,860,570,P,1,response,1,1,40549,418
hdh,1,test,P,13,3,860,570,P,1,response,1,1,42049,640
hdh,1,test,P,14,2,1060,370,P,1,response,1,1,43549,457
hdh,1,test,P,15,3,860,570,P,1,response,1,1,45050,494
hdh,1,test,P,16,3,860,570,R,0,response,1,0,46549,407
hdh,1,test,P,17,2,1060,370,P,1,NONE,0,0,48050,1450
